apresiasi,kritik,ulasan
1,0,sangat bantu sekali dengan ada aplikasi hemat waktu krn bisa aju via on line
1,0,keren sekali kak saya bagai warga rantau didepok rasa bantu dengan ada app ini sukses terus untuk anak muda depok
1,0,bagus sekali
0,1,saat ini lurah milik survey yg harus sy laku lalu app ini tp kok gak survey tsb di hp sy gak pernah ada tolong di cek masalah kenapa surveynya di hp sy tdk tampil di hp honor 10 lite segera di tindak lanjut ya
1,0,akses lebih cepat dari senjata korut
0,1,ini gimana masa kk sudah jadi tidak bisa di pake daftar terang nik dan kartu keluarga yang anda masuk tidak cocok mau buat akte anak susah banget di datangin ke dukcapilnya suruh online online gk bisa daftar nomor wa ceklis gk ada balas parah
0,1,bagus si benar dari pada ini
0,1,aplikasi ini telah di update tidak bisa login lagi gimana mau lihat stts ektp udah cetak apa blm udah hampir 4 bulan ektp msh jga belum jadi paraaaaaaah
1,1,aplikasi ini sangat manfaat akan tetapi ketika saya akan klik layan dukcapil khusus buat akta tidak bisa klik atau tidak sambung ke webnya entah hape saya yang masalah atau bagaimana mohon cerah
0,1,kurang mantap
1,0,good bagus sekali saya senang dengan aplikasi ini bisa komunikasi dgn para ketua rw se jabar dan juga informasi kena giat gubernur jawa barat yang sangat inovatif dan selalu thinking out the box salam ti desa pagerageung tasikmalaya
1,1,sampurasun aplikasi sudah bagus tapi aplikasi ini hanya untuk admin di desa dan ketua rw saja apakah tidak bisa di pakai oleh masyarakat luas karena ketika mau masuk harus pasu username dan password hatur nuhun
1,0,saya sangat senang dan bantu dengan ada aplikasi sapa warga mudah han sapa warga terus jalan
1,0,sangat bantu sekali
0,1,gk jelas banget aplikasi nya repot sekali masa no kk ktp tidakk sesuai layan publikk yang sangat repot sekali ngurus datang langsung ke disdukcapil gk bisa malah di arahin harus onlen udh online tetep gk bisa jga error terusssssssssssssssssss meeakeun kuota
1,0,hari selasa sore baru download applikasinya coba apakah bisa laku cara online untuk dapat kia alhamdulillah telah upload berkas2 aju hari rabu sore sudah selesai bahkan langsung dapat no antri tanpa harus kirim ke whatsapp benar2 semua selesai dengan cepat bahkan ambil kartu tidak harus ke jl ambon bisa ambil sesuai kita ingin tadi saya ambil di festival citylink tidak perlu lama2 kartu bisa cetak oleh mesin adc nya
0,1,update baru 2 juni 21 aplikasi lot daftar antri puskesmas mental ke halaman beranda saat upload bpjs mohon di benah maturnuwun
1,0,ketika digitalisasi memudahkam suatu problem suatu terobos yg sangat manfaat guna capai puas guna moga manfaat rekomendasi
0,1,kok tambah ngawur daftar vaksin booster lokasi faskes sudah pilih pas masukin tgl malah suruh pilih faskes lagi tgl nya malah ga mau muncul aduh kita mau daftar vaksin booster aja sulit mesti pake aplikasi jaki daftar da download malah ga bisa daftar
1,1,aplikasi sangat bagus mudah mudah ini jembatan langsung antara masyarakat bawah dengan yang di atas ada satu saran baik isi dari data terima bantu sembako luas sembako dan pkh tidak sesuai di lapang banyak yang catat tapi tidak terima manpaat trims
0,1,maaf bapak ibu yang hormat saya hanya saran aplikasi ini hapus aja karna ketika saya perhati sama aja hal dengan manual ribet bukan malah makin mudah tapi malah di buat di dalam banyak aplikasi yang harus di download saya datang dari luar jawa rasa aplikasi ini sama sx belum ada bantu saya coba buat ini aplikasi jadi multi fungsi bukan jadi multi testing terima kasih
0,1,tanggulang lapor parkir di jalan umum kampung kurang tegas karena hanya himbauan tidak dengan cara tilang derek sekali karena masih jadi parkir jalan sebut kemudian mohon untuk tambah lagi 1 beberapa slot foto pada lapor jgn hanya 1 slot foto saja karena bisa jadi beberapa masalah dalam 1 area atau bisa pakai vidio 2 belum tanggulang di cek acc oleh lapor jgn tutup dlu karena bisa jadi tanggulang belum selesai 100 mohon feedback baik
1,1,telah di update tidak dapat cek pajak kendara motor roda dua catat sudah fix masalah ada pada jaring internet handphone terimakasih tim developer sudah buat aplikasi manfaat ini
0,1,mau bayar pajak kendara motor gagal terus tolong siap dengan matang apk nya saya sangat senang jika apknya jalan lancar karna akan mudah proses bayar pajak kendara motor
1,0,aplikasi bagus guna ketika daftar vaksin utk temen2 yg ada terang maaf tidak ada jadwal untuk rs tsb itu arti bukan sistem yg bug tp emang udah pada penuh saya juga nyari beberapa tmpatnya sampai 10 menit dan akhir dpt utk lokasi vaksin yg masih sedia semangat cari ya
1,1,aplikasi ini benar buat untuk tuju baik sayang telah saya isi sesuai kondisi yg saya alami yaitu suhu tubuh normal 36 dan tidak pernah kontak dengan pasien odp atau pdp tidak ada keluh sehat tapi hasil tidak aman dengan skor 38 5 kan aneh atau aplikasi ini hanya guna untuk kumpul data diri kita akan sangat sayang jika aplikasi ini hanya akan jadi sampah jika tidak benar benar baik utama hasil yg telah kita isi sesuai yg kita alami
0,1,aku kasih bintang 1 soal tiap buka salam selalu saja error kata harus online tapi sampai sekarang saya bikin akta lahir susah sekarang saya coba lagi log in tapi server nya lagi ganggu gimana ini datang pusat nya udah 2 kali ga bisa bantu harus via online coba via online malah ribet tolong di baik lagi yaa
1,0,bagus wdg coba komunikasi cepat akurat dan janji buat sama
1,1,cukup bagus untuk alplikasi yang golong baru tampil cukup familiar tinggal baik cepat proses louding
1,0,sangat bantu proses cepat trmksh
0,1,punya saya kok belum di veritifikasi saya daftar dari awal aplikasi ini keluar 1 sepetember 2020 terus nunggu veritifikasi tapi sampai sekarang 7 september 2020 belum di veritifikasi juga yang lain yang dari tanggal 4 daftar udah di veritifikasi semua tolong lah teliti lagi
0,1,saya sudah isi data tetapi untuk isi jenis kelamin alami kendala tidak bisa isi atau etik sampai ulang bahkan saya daftar keakunt jaki mohon bantu terimakasih
0,1,belum sempurna nih aplikasi ketika mau daftar kolom camat dan lurah nya ga bisa di pilih
0,1,jelas ragu hampir semua yg isi data dengan benar tidak ada indikasi atau gejala covid tp hasil hampir semua sama ya itu 38 dan tidak d kenan beraktifitas d luar lalu apa guna aplikasi ini kalau kita sudah isi data dengan benar tp hasil sama aja suruh tes ke rumah sakit dokter itu acu dari mana coba
0,1,parah gak bisa masuk2 terus
0,1,aplikasi nya henti terus ga bisa buka antri juga deh di puskesmas
0,1,baru 2 minggu diinstall sdh mnt diupdate kalau ga diupdate ga bisa di buka aplikasi nya
0,1,aplikasi yang sangat bantu proses cepat untuk depan agar lebih tingkat kembali soal rentang waktu antara selesai pemprosesan dan ambil dokumen di gerai dekat aqar waktu pendek atau jangan terlalu lama utk saat ini alam saya 1 bulan terimakasih
0,1,gabisa login ud hub wa buat nanya klo gabisa login ud dksh username sama pswrd tetep aja ga bisa login tlg d bantu min mksh
0,1,gw udh beberapa kali mau vaksin selalu saja di lokasi ga terima untuk umur gw dgn alas regulasi harus 18 th bawah padahal di aplikasi jaki nya sndiri ada lokasi itu tera dan gw udh daftar ga ada tolak pas gw udh jauh2 ke lokasi org lokasi malah blg kita ga hubung dgn jaki lahhh truss napa ada nama lokasi itu dijaki dan bisa ke register
0,1,waktu pake versi 3 10 bisa login ada versi baru minta paksa update ke 3 11 aesudah diupdate jadi ga bisa masuk apk salam nya kenapa ya sdh di dm ke admin kata jngan pake launcher hp saya ori an ga pake launcher launchernya pake bawa hp
0,1,saya minta verifikasi sampe 3 kali gagal terus padahal nomor ktp nama dan foto sudah sesuai mana verifikasi sekali 2x24 jam udah 3 hari saya coba tiap daftar langsung no ktp dan nama lengkap selalu capcha not valid dan aplikasi sering error
1,0,makas bapak ibu udah kembang aplikasi ini kurang tatap muka dan tdk harus antri krna batas waktu semua selesai cara elektronik follow up kurang dokumen jadi lbh cepat tdk harus bolak balik makas sekali lagi
0,1,masih harus banyak yang di update aplikasi karena sering sulit untuk login
1,0,terimakasih banyak berkat aplikasi ini kami warga surabaya sangat bantu banget kemarin saya debat sama oknum lurah kait surat tentu telah saya download dan adu masalah ini alhamdulillah selesai dengan cepat terimakasih banyak
0,1,ini aplikasi bagus yg versi belum yg ini bufering terus dah gitu klik beberapa item ada tulis harus sudah verifikasi dan sudah log in padahal punya saya sudah verifikasi hadeh
1,0,aplikasi yg bagus utk hubung antara pemkot surabaya dgn warga
0,1,udah daftar vaksin lewat aplikasi jaki udh dapet tanggal waktu dan tempat pas dateng ke lokasi vaksin dengan tunjuk kartu vaksin dri jaki malah tolak dengan alesan nomor daftar sudah habis buat apa fungsi daftar lwt jaki kalo pas dateng ke lokasi mereka punya nomor daftar sendiri
1,0,bagus lebih gampang kalau ada kelu kesah warga surabaya khusus
1,0,sangat bantu sekali saat di butuh
0,1,hadir nya sapawargsa versi baru saya tidak bisa aplod foto giat rw
0,1,sinkronisasi data yang bner dong masa liat di data kuota di tempat vaksinasi masih sedia tapi waktu mau daftar di tempat vaksinasi sebut malah data tidak temu masih banyak yg perlu di baik data pasti banyak tapi tidak dengan sinkronisasi data yang benar dan tidak asal tentu tidak akan ada masalah di website pun sama saja
0,1,nampaknya fitur chat hubung tugas itu tdk ada fungsi nya ya seringkali di kirim chat aju tanya tapi tdk ada respons sama sekali harap nya ada baik ya admin sy naik rating jika sdh ada baik di aplikasi ini
1,0,bagus jadi lancar mudah dalam aju apa
0,1,saya mau kirim lamar kok ada pemberitahuan anda belum milik atau verifikasi kartu kuning sedang pas buka kartu kuning malah suruh login padahal kan udah login gimana sih
0,1,bikin apk itu yg bener lah it nya ga becus masih eror aja ni apk udah di update masih aja error cari yg bagus napa kerja it nya saya aja aju sabakota dr bulan oktober awal masih aja verifikasi belum realisasi temen temen saya sudah realisasi semua kenapa saya belum realisasi yang aju bareng sama temen saya trus saya harus adu ke siapa kalau seperti ini
0,1,server tidak merespon sering error padahal koneksi internet stabil sangat sulit
0,1,ni aplikasi fungsi apa kalo sudah daftar di sini sudah dapet jadwal vaksin sesuai waktu dan dateng sesuatu waktu nyata kuota sudah habis saat datang ke lokasi ga guna ini dong ni aplikasi
0,1,lumayan komplit tapi saya sulit login kali tera password dan nama salah baik lagi layan kalau lupa password bisa kasih macam kode otp via email
0,1,ini gmn sih saya baru download aplikasi ini mau daftar kok gagal kata nik sdh daftar padahal belum blm pernah daftar padahal baru kali ini download aplikasi dan mau daftar lha kok tulis begitu kn aneh
1,1,1 fitur auto isi data saat isi nik sangat bantu tapi ada rasa khawatir dapat disalahgunakan orang lain karena kita dapat menginput cara random dan tahu data dari nik sebut 2 untuk aplikasi sangat bantu walau butuh waktu karna antri saran saya aplikasi pemuda dan salam jadi satu ga perlu jadi 2 aplikasi untuk layan yg beda 3 saya aju buat nik untuk anak saya yg baru lahir tapi hasil nama salah mohon lebih teliti thks
0,1,tiap daftar vaksin dosis ke 2 di tmpat yg sama malah penuh terus pdhal daftar jam 00 00 masa iyya jam sgtu dah penuh ini bukan bantu masyarakat klo stiap di cek selalu penuh tolong dong di tingkatin lagi layan aplikasihnya kata mudah tapi malah gak mudah gmn sih
0,1,selalu ada data verifikasi yg tambah sendiri padahal admin kita ga nambahin sama sekali password juga udh rubah samapi usaha hanya saya saja yg tau tpi tetep tambah rata2 data yg masuk baru adalah org yg sudah tinggal atau dpt tahun 2018
0,1,cctv sering mati berita banyak berita lama jarang update udah itu aja
0,1,saya sudah daftar tapi gagal karena nik deteksi bukan warga diy padahal sy diy asli paksa sy un instal krn tdk ada fungsi
0,1,baru download udh suruh login pdhl ga ada menu daftar ga jelas nih aplikasi
0,1,aplikasi nya banyak bug ga perhati kah aplikasi nya loading nya lama tapi ga ada hasil sama sekali mohon baik lagi aplikasi nya atau di tarik aja aplikasi nya gausah di taruh di playstore
0,1,kurang integrasi dgn seluruh sub sistem mksh
0,1,ada fitur aju bantu sosial udah aju lewat aplikasi live 1 bulan lebih tapi tidak ada proses lanjut yg dekat rt rw yg cepat dapat klo ada bantu sembako
0,1,tolong dong baik lagi aplikasi masa udah masuk ke aplikasi abis itu blank hitam trus ada notif nya aplikasi telah henti tolong bantu nya khusus buat hp spek rendah mohon di baik lagi aplikasi nya
1,1,saya kasih bintang 5 walaupun data saya masih dalam proses padahal daftar dari bulan agustus saran saya kalo anda niat bantu ywdh langsung bantu kalo ga niat langsung ja gagal ga usah data anda masih dalam proses jangan beri harap kepada orang yg sedang butuh bantu
0,1,moga semua aplikasi layan digital se jawa barat bisa integrasi di aplikasi sapawarga
1,0,sangaf bantu
0,1,kenapa ya tiap kali mau cek jadwal vaksinasi ke 2 pasti selalu error uda login ulang jg masih kaya gitu via web juga begitu error pilih daftar vaksinasi ga bisa di klik
0,1,tidak guna coba bayar pajak kendara ga muncul data aplikasi gimmick
1,0,bagus banget kamera cctv bantu
1,1,jelas bagus tapi masih ada kaku sedikit kasihan yg pernah nomor hp daftar dan saat ini sydah tdk milik hp jd hambatsn
1,0,suka
1,0,terrrrbantu sekali saya kerja jd agak susah klo harus ijin kerja nyuruh orglain perlu biaya dgn aplikasi ini sangat bantu cuma sayang ngga ada operator yg bisa ditlp langsung ngga tau sy nya yg blm tau ada layan tlp lnsg hehe proses simple cepat ambil bs pke aplikasi ojol the best poko bantu hatur nuhun untuk semua pihak yg kait moga jadi ladang pahala karna sudah bantu mudah urus orglainn yaa aamiin
0,1,buka yg dispendukcapil ehhh lama ngentri data nik dll di captcha saya bukan robot cepat hilang suruh ulang lagi ulang terus
0,1,tolong di baik fitur pilih tanggal daftar online untuk pasien rajal tidak bisa di akses telah baru versi sekarang
0,1,kok pas lagi mau ngeseks wifi nya malah di suruh login padahal saya sudah login akun jss kok jadi ke log out sendiri ya tolong di perbaikin ya
0,1,gak bisa play cctv min udah coba ganti 5-6 titik cctv sama semua error video can t be played tolong segera baik min thanks
1,1,bantu tapi sekarang jjs hotspot saya nggak bisa dipakek diotak-atik nggak ada hasil
0,1,tidak ada guna ada nya aplikasi jaki lapor emang di kerja tapi cuma lapor cuma pura2 kerja padahal tidak di apa2 in itu bukti aja saya berapa kali buat lapor masih ada parkirliar dan tidak tangkap para oknum2 padahal itu jalan ada parkir liar jadi sempit
0,1,apk tai erro bae
1,0,semenjak ada aplikasi bagai sapa warga saya jadi mudah komunikasi dg sama ketua rw se jawa barat serta jadi mudah utk data warga utk dapat bantu dari propinsi serta jadi mudah utk sampai segala giat aspirasi keluh serta bantu perintah utk sampai data covid19 yg aqurat terima kasih sapa warga yg telah beri banyak mudah banyak bantu serta mudah warga kami utk bayar pajak kendara serta balik nama dll
0,1,aplikasi nya si manfaat tapi server nya kurang kuat buat penguna yang terlalu banyak mohon di tingkat lagi server nya supaya lebih cepat kasi orang2 yang cari kerja lewat job fair udah datang ke lokasi udh pada bawa lamar tpi daftar nya lewat online pas mau daftar online lewat aplikasi ni tng live sistem nya eror terus banyak yang pada pulang lagi dan pada kecewa cuma gabisiin ongkos donk mohon di tingkat lagi donk
0,1,untuk log in selalu ber masalah dari segi login bagus beda dgn wifi2 lain tapi yang ini kurang akurat log in sering gagal pake data untuk log in juga sama mohon tinjau ulang kak akses sebut
0,1,sedih aku tuh mind ktp jakarta domisili kota tangerang karawaci baru pasar bandeng nunggu bisa nge aply di tangeranglive job fair online nunggu dari jam 00 00 pas mau aply aplikasi ngeheng dan pending sampai tengah 2 pas sudah tengah 2 aplikasi tangerang live normal kembali tapi tidak bisa nge aply lowong kerja dan muncul tulis kuota sudah penuh huhuh ini aplikasi perintah harus nya lebih maksimal lagi jangan down trus aplikasi nya
0,1,coba daftar online untuk rsud tanggal 31 baru dapetnya untuk tanggal 11 sampe sana bisa2nya kata data hilang terus buat apa kita suruh daftar online mana daftar juga susah rata2 full terus harus jauh2 hari tapi banget jauh
0,1,aplikasi kaga guna
0,1,aplikasi kurang mutu dan perlu di mudah pemakaiaannya utama pada layan didik sudah terferivikasi tapi masih saja susah buat buka erapor selalu saja tulis data tidak temu tolong mudah
0,1,applikasi percuma bagai apa cuman di lempar lempar kan ke link lain data masih belum akurat
1,0,mantapp senang jadi warga kota tangerang mudah dengan aplikasi seperti ini registrasi bisa ko pake resi yg penting sesuai sama terang registrasi pakai pakai yg sopan dan jelas gambar
0,1,mohon baik cepat karena saya orang mahasiswa tidak milik kendara sendiri harap cepat bisa guna bus kota jambi ini sampai tuju dengan bantu aplikasi
1,1,daftar vaksin sini simple tp pas di lokasi vaksin ada salah input nomer telepon jd sampai sekarang belum bisa dapat sertifikat di aplikasi pedulilindung pun sudah masuk data sudah vaksin tapi certifikat tidak ada bagaimana harus mana minta sertifikat
0,1,rentang waktu antara selesai pemrosesan dan ambil dokumen akta mati di gerai dekat terlalu lama 19 hari untuk ambil antri dengan guna nik yg sama dengan tuju urus yg beda tidak bisa laku belum urus yg pertama selesai
0,1,daftar sunggu ribet lbih gampang daftar akun blanja shop payah gak smua hp kamera depan bagus juga cahaya yang bagus mau daftar apa mau photography tolong sertain bagi lewat album atau file karna saya punya file males photo cari cahaya dulu mau daftar apa mo jadi kang photo ribet banget
1,0,sangat bergunaaa saya jadi bisa lihat harga cabai direkomen temen trus saya langsung suka obat juga jadi gampang
0,1,baru juga di download udah minta baru apk udah gtu apk nya keluar sendri tolong donk di baik lg
0,1,kalo belum siap gak usah pake dulu deh aplikasi kaya gin buat bapak yang bikin atau yang usul aplikasi ini atau bapak pimpin yang hormat malah bikin malu dan dapet caci maki dari banyak pihak apakah ini sangat bantu sangat sangat sangat sangat tidak untuk isi data diri saat daftar saja tidak bisa segera baik daripada dapat lebih caci maki dan malu tangerang sendiri
0,1,susah masuk buat daftar umum aplikasi sangat lambat padahal jaring bagus
1,0,sangat bagus dan bantu banget dalam jalan tugas
1,1,aplikasi layan cukup mudah hanya saja respon tugas perlu tingkat trima kasih
1,1,aplikasi mudah buat dapetin info putar kota tangerang tapi ada kendala pas saya mau buat surat antar rt rw via aplikasi saya gabisa input data pertama pada kolom nama saya gabisa masuk data nama saya dua ketika mau coba simpan data malah jadi salah atau error yang nyata rt rw tidak temu saya mohon dan minta bantu kepada developer untuk baik karena saya tau tiap langsung datang ke rt rw harus cara online di app
0,1,saya sebenernya mau adu lewat sapawarga tentang bansos yang harus di terima tapi tidak pernah nerima padahal di cek di nomor nik ada 6 tp yg di trima baru 3 mana yang 3 lagi apa makan pegawai nya
1,0,mantap aplikasi ini sangat guna sekali aplikasi yg sangat bagus dari perintah kota surabaya respon cepat dan mantap sekali
1,0,mantap tingkat terus aplikasi
0,1,belum nya sya bisa ecek nik kk untuk pkrjaan sya lebih mudah dan skrang telah di baharu sya tdk bisa lg untuk ecek nik kk sebut dan terang nya anda data bagai warga luar kota tangerang padahal jelas sya orang tangerang dan untuk login nya pun guna nik ktp tangerang sekarang tangerang live tdk lg bisa mudah kerja sya saya rasa kecewa
0,1,aplikasi sangat manfaat tapi sayang sampai detik ini msh ada beberapa menu yang tidak fungsi padahal belum fungsi seperti menu duduk dan catat sipil dan daftar vaksin minta tolong utk baik terimakasih
1,0,sangat mudah laku daftar tanpa antri dari pagi tuk dapat kuota
0,1,jgn di download percuma ga bs di pake
0,1,ini knp ya klo mau daftar online selalu bgt tgl nya merah full sampe bulan ikut nya mau coba daftar pagi siang sore mlm juga sama aja tglnya merah semua 1 bulan ujung ujung jg daftar manual - -
0,1,pilih lokasi ribet dan kurang responsif loading peta juga lama
1,1,cukup bantu bikin akta lahir anak nggak ribet 2 hari jadi update ubah ktp 2 hari jadi semua tanpa ribet dan tanpa antri cuma pakai jari jempol dari rumah hanya fitur buat kartu kuning yang masih ribet dan harus datang tp untuk fitur yang lain sudah ok dan cepat tanggap juga terima kasih tuk team tl
0,1,aplikasi tidak guna sampah komplain jg tdk ditindaklanjuti percuma diinstall buang2 kuota
0,1,mengapa layan buat surat antar di versi yg baru malah sudah tidak ada lagi daftar warga yg akan buat surat antar padahal ini sangat bantu bagi warga yg tidak punya hp android apalagi aplikasi mohon perhati nya
0,1,mau daftar puskesmas klik daftar online auto keluar aplikasi terus payah harus bgt ya itu gambar depan muka walikotanya
1,0,dengan ada sapawarga jadi komunikasi asa dekat warga yg belum verifikasi bisa masuk
0,1,sudah pakai jaring yang cepat pun muat aplikasi masih sangat lambat tolong baik
1,0,sangat bagus sekali apk jaki mudah bantu dan manfaat terimakash bpk gubernur dengan hasil karya yang baik
1,1,bagus info ini bisa bantu warga tanpa harus ke kantor harap bisa jadi jembatan urus surat surat izin boleh tambah pada aplikasi mode search konten isi karena nggak semua kenal jenis izin contoh urus akta lahir dengan men sesrch lebih mudah cari demikian lanjut
0,1,mau akses wifi gabisa padahal udah daftar udah verifikasi akun sudah jadi tp gabisa akses wifi jogja serasa bohong
1,1,mantaf aplikasi buat lapor layan masyarakat cepat tanggap tugas trimaksih sangat manfaat depan buat lebih lengkap sempurna lagi klo bisa ada chatnya antar lurah
0,1,saya mau login tidak bisa sering muncul tulis timeout dan salah server saya sudah coba belum tapi bisa tapi saya coba lagi tidak bisa karena ada timeout dan salah server tolong di baik aplikasi saya mau daftar jobfair
0,1,aplikasi ini aneh tapi nyata register saya hasil tapi gilir saya cek menu ktp kk anda daftar luar tangerang saya email wa custemer service tidak ada balas buat saya tanya mohon jelas pak bu terimakasih
0,1,kenapa data mbr saya tidak daftar lagi parah lagi yg punya rumah lolos jadi data mbr saya yg ikut tumpang orang tua tidak lolos paraaaah dan yg lolos stiker di tutup sama kertas kata malu di lihat orang dapat uang tapi gak mau stiker warga miskin paraaaah paraaaah
0,1,mau lapor vaksin aplikasi tdk bisa upload foto tp suruh upload foto gimana nih maksud aplikasi bodoh piara aja nih
0,1,tolong akses cctv baik skrg tbtb ndak bisa pakai
1,1,realisai data yang masuk 100 tapi masih ada yang ada harus baik seperti mudah akses aplikasi
1,0,baik layan cepat
0,1,tolong adu untuk tugas bersih sampah kampung tampil
1,1,kerrreeen terus benah koja ku makin mantap saran tambahin cctv yg bisa di akses trus ini ga semua cctvnya busa lihat overall cool
0,1,gimana sihh baru mau daftar online ko langsung keluar sendiri tolong di baik lagi dong buat apa di ada on daftar online v harus di ulang terus dan hasil y masih nihil alias ga bisa
0,1,mau ngisi registrasi kenapa nik saya sudah pernah daftar padahal saya baru awal pakai untuk pindah duduk apakah aplikasi ini eror link wesbset ga bisa di akses sama sekali tolong baik dong kan byk tim it yg inti core of the core ahli ahli
0,1,kok aju cetak ulang e-ktp yg rusak gabisa buka ya lagi ada masalah terus lewat rt rw sama aja buang2 uang
1,1,respon cepat namun nyata di lapang sangat beda mohon di benah yg di lapang
0,1,kenapa tidak bisa buka aplikasi bis nya
0,1,tolong layan cctv nya aktif agar warga bogor bsa pantau situasi kota nya makas
0,1,bikin aplikasi niat gk sih duit nya aja gede makan anggar
0,1,sumpah gua mau ketawa pas nyoba fitur loker di dalem aplikasi ini kirain aplikasi yg mutu kaya nya cuman akal an pemkot depok doang buat citra bikin aplikasi kaya gin masa buat verifikasi email doang di fitur loker nya kudu harus verifikasi di balkot nya terus bikin aplikasi buat apa kalo suruh balik lagi pake cara tradisional tampil doang modern tapi isi nya jadul parah buang anggar doang makin curiga gua
0,1,tolong di filter usaha yg pasang loker sini atau di jobfair cara langsung jgn cuma ikut2an agar kliatan aktif di mata pemkot saya daftar dr februari sampai sekarang status nya msh saja dlm proses tdk ubah dr awal tolong di awas biar tahu lanjut memang usaha nya yg tdk proses atau memang di sistem yg tdk update terima kasih
0,1,telah input kerja bila data hasil masuk baik kembali ke menu belum atau menu data seluruh shg kita tahu betul bhw data sdh masuk
0,1,bikin akun awal guna nik warga surabaya malah tidak bisa dan di aplikasi tulis nik tidak temu silah daftar guna akun dengan nik surabaya tolong tindak lanjut nya
0,1,proses registrasi sangat lama dan buang waktu admin tidak responsif ganti adminnya kl mau bagus dan proses registrasi jangan terlalu belit belit
0,1,kata biar lebih mudah pake online pas coba gagal trus bukan mudah malah makin sulit
1,0,sangat manfaat dan bantu trima kasih moga makin tingkat layan baik
1,1,aplikasi bagus tapi tolong buat lebih simple niat mau canggih tapi malah bikin emosi masal karena gak semua orang mudah paham aplikai ini buat it nya selamat kerja keras kalau tidak sanggup silah mundur biar ganti yang lain yang lebih siap
0,1,kok live cctv ga bisa di buka dan keluar tulis china
0,1,tidak sesuai nama aplikasi darimana smart nya klo input data aja ribet tolong di baik kerja
0,1,aplikasi ini sekarang sangat tidak respon hadap keluh warga surabaya jadi saya minta untuk instansi kait untuk bantu beri layan baik untuk warga surabaya karena lama pimpin ibu risma sangat cepat merespon keluh warga jadi saya harap depan lebih baik lagi dalam layan keluh masyarakat bukan untuk tempat balas chating aja tanpa ada tindak kalau perlu kasih link apabila tugas kait tidak merespon terimakasih
0,1,cetak ulang e-ktp dan data ganti e-ktp ekitirnya tidak dapat diundu sampai satu bulan status sudah selasa dan kirim lurah tapi lurah tidak ada dirw juga tidak ada aplikasi parah ini
1,0,aplikasi mantap ini lapor selesai ngga sampe 24jam
1,1,sangat bantu tp ko sayang silondo muter2 terus ga bisa tolong di baik
0,1,capek banget baru mau isi data selalu keluar sendiri aplikasi ini bukan mudah malah sulit sangat tidak efektif padahal untuk perlu penting daftar obat
1,0,sangat bantu dan tambah wawas
1,1,bagai warga cimahi saya bangga dengan aplikasi ini akan tetapi daftar buat akte lahir tidak bisa cara online beda dengan aplikasi salam disdukcapil kota bandung
0,1,saya mau aju cetak ulang ktp data semua sudah masuk turut arah waktu klik pilih file photo aplikasi malah log out sudah coba beberapa kali tetap sama
1,0,aplikasi sangat bantu sekali semua nya dah ada d sini sukses buat perintah kota tangerang dalam maju dan serta bantu masyarakat yg butuh
0,1,untuk hasil tes nya mohon bisa di simpan klo hasil tes tidak sempat di screenshoot sy tidak bisa ikutin tes ulang lagi hari itu jg tunggu 14 hari kedap sempat sulit kirim lapor seko pas screnshot hasil gagal mohon respon nya terima kasih
0,1,verifikasi antar nikah aja lama rt rw gk sigap
1,0,apk yg sangat manfaat jauh pungli jauh ijin kerja krn harus byk ijin buat ngurus ginian kalo ga ada waktu calo yg datang tawar bantu terimakasih sudah buat apk ini 2 akte 1 kk cepet bangeet proses debest sekaliii terimakasih
1,0,sangat bantu masyarakat kota jambi
1,0,sangat bantu sekali dan juga bikin nya gk ribet dan waktu 2 minggu cukup lah untuk tunggu hasil nya moga untuk depan nya jadi lebih baik lagi kerja nya semangat untuk salamandisdukcapilkotabandung
1,0,mantap jiwa
1,0,bagus cctv nya
1,0,aplikasi ini sangat bantu kita untuk tahu informasi penting dan lapor segala macam masalah langgar di lingkung kita cara cepat dan praktis aku baru saja ecek pbb lalu aplikasi ini terima kasih maju kota bahagia warga sukses selalu
1,1,aplikasi sapa warga ini sangat manfaat banget bagi kami selaku rw namun alangkah lebih baik lagi kalau anda di aplikasi ini di benah juga data duduk disdukcapil supaya rw bisa verifikasi data duduk yg benar karena sering banget kami temu ada data orang yg sudah lama tinggal di panggil kembali dalam coblos malah ada juga yg sudah tinggal dunia ini daftar selaku terima bantu
0,1,ini aplikasi apa si minta2 verifikasi ktp muka makin kesini makin heran aplikasi minta2 indentitas
1,1,aplikasi yang bagus sayang saya tidak bisa akses beberapa layan karena ktp luar kota walau saya sudah beberapa tahun sini
0,1,sudah di download tapi tidak bisa di buka selalu log out atau keluar sendiri padahal saya sedang butuh buat akta lahir anak saya padahal ram hp masih lumayan kosong utk aplikasi besar 5mb mohon solusi
1,0,aplikasi ini sangat bantu dan juga mudah dalam dapat informasi yang butuh
1,0,keren banget ga nyangka jambi udah punya yang kayak begini mudah dong nyari wifi gratis
0,1,halo saya mau daftar vaksin tetapi pada saat masukin nik n nama ketika di klik periksa selalu muncul baca capchta is not valid boleh tau solusi nya bagaimana
1,1,suka tapi kok masih ada yg saya klik tapi halaman kosong atau mungkin hpq yg gak suport mohon di tingkat lagi
0,1,aplikasi gak guna sudah daftar tp suruh login terus aneh tolong di baik
1,0,sangat bantu saya yg punya anak kecil tapi mau obat jadi ga perlu antri lagi
1,1,aplikasi nya alhamdulilah sangat bantu mudah guna update data juga cepat cuma itu mungkin masuk kalo hapus tulis agak susah
